syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg,all_variants,selected
+,+,-,+,-,-,-,-,+,-,+,0,-,0,-,-,-,-,-,-,-,-,0,0,"ɛ̰, ɛˀ, ˀɛ",ɛ̰
+,+,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0,ɹ̩,ɹ̩
+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0,ɻ̩,ɻ̩
+,+,-,+,-,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,-,0,0,u˞,u˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,0,-,0,0,w̩,w̩
+,+,-,+,-,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,-,0,0,y˞,y˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,+,-,0,0,"a˞, ɒ˞",ɒ˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,-,+,+,-,+,-,+,-,0,0,"æ˞, ɶ˞",æ˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,+,-,0,0,"ʌ˞, o˞, ɨ˞",o˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,-,-,0,0,"ə˞, ɔ˞, ʊ˞, ɯ˞, ɜ˞",ə˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,+,-,0,0,"e˞, i˞, ø˞, ɐ˞",i˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,-,-,0,0,"ʏ˞, œ˞, ɛ˞, ɪ˞",œ˞
+,+,-,+,-,-,-,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0,j̩,j̩
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,+,0,0,"uːˤ, uˤː",uˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0,uˤ,uˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,+,-,+,-,+,+,0,0,"yːˤ, yˤː",yˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,+,-,+,-,+,-,0,0,yˤ,yˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0,"u̘ː, uː",uː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0,"ü, u, u̝, u̞, ŭ, u̘, u̟, u̠",u
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,+,0,0,u̙ː,u̙ː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0,u̙,u̙
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,+,0,0,"y̘ː, yː, yːˠ",yː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0,"ÿ, y, y̝, y̞, y̆, y̘, y̟, y̠, y̘ˠ, yˠ",y
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,+,0,0,y̙ː,y̙ː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,-,0,0,"y̙, y̙ˠ",y̙
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,+,0,0,ɒːˠ,ɒːˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0,"ɒ̘ˠ, ɒˠ",ɒˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,-,+,0,0,"ʊːˤ, ʊˤː",ʊˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,+,-,-,-,0,0,"ɒ̙ˠ, ʊˤ",ʊˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,+,0,0,"ɨːˤ, ɨˤː, aːˠ",ɨˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0,"a̘ˠ, aˠ, ɨˤ",ɨˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,-,+,0,0,"ɯːˤ, ɯˤː",ɯˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,-,-,0,0,"a̙ˠ, ɯˤ",ɯˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,+,-,+,+,0,0,ɶːˠ,ɶːˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,+,-,+,-,0,0,"ɶ̘ˠ, ɶˠ",ɶˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,+,-,-,+,0,0,"ʏːˤ, ʏˤː",ʏˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,+,-,-,-,0,0,"ɶ̙ˠ, ʏˤ",ʏˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,-,-,+,+,0,0,"iːˤ, iˤː, æːˠ",iˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,-,-,+,-,0,0,"æ̘ˠ, æˠ, iˤ",iˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,-,-,-,+,0,0,"ɪːˤ, ɪˤː",ɪˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,+,-,-,-,-,-,0,0,"æ̙ˠ, ɪˤ",ɪˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,+,0,0,"ʊ̘ː, oːˠ",oːˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0,"o̘ˠ, ɔ̘ˠ, oˠ, ʊ̘",oˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,-,+,0,0,"ʊ̙ː, ʊː, ɔːˠ",ʊː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,+,-,-,-,0,0,"ʊ̈, ʊ̠, o̙ˠ, ɔ̙ˠ, ɔˠ, ʊ, ʊ̝, ʊ̞, ʊ̆, ʊ̟, ʊ̙",ʊ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,+,0,0,"ɨ̘ː, ɯ̘ː, ɨː, ʌːˠ",ɨː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0,"ɨ̈, ə̘ˠ, ʌ̘ˠ, ʌˠ, ɨ, ɨ̝, ɨ̞, ɨ̘, ɨ̆, ɨ̟, ɯ̘, ɨ̠",ɨ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,-,+,0,0,"ɨ̙ː, ɯ̙ː, ɯː, əːˠ, ɜːˠ",ɯː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,-,-,0,0,"ɯ̈, ə̙ˠ, ɜ̙ˠ, ʌ̙ˠ, əˠ, ɯ, ɯ̝, ɯ̞, ɯ̆, ɯ̟, ɨ̙, ɯ̙, ɯ̠, ɜ̘ˠ, ɜˠ",ɯ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,+,-,+,+,0,0,"ʏ̘ː, øːˠ",øːˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,+,-,+,-,0,0,"ʏ̘, ø̘ˠ, œ̘ˠ, ʏ̘ˠ, øˠ",øˠ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,+,-,-,+,0,0,"ʏ̙ː, ʏː, œːˠ, ʏːˠ",ʏː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,+,-,-,-,0,0,"ʏ̈, ʏ̠, ʏ, ʏ̝, ʏ̞, ʏ̆, ʏ̟, ʏ̙, ø̙ˠ, œ̙ˠ, ʏ̙ˠ, ʏˠ, œˠ",ʏ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,+,0,0,"i̘ː, ɪ̘ː, iː, eːˠ, iːˠ, ɐːˠ",iː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0,"ï, i, i̝, i̞, ĭ, i̘, ɪ̘, i̟, i̠, e̘ˠ, i̘ˠ, ɪ̘ˠ, ɛ̘ˠ, ɐ̘ˠ, ɐˠ, eˠ, iˠ",i
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,-,+,0,0,"i̙ː, ɪ̙ː, ɪː, ɪːˠ, ɛːˠ",ɪː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,-,-,0,0,"ɪ̈, ɪ, ɪ̝, ɪ̞, ɪ̆, ɪ̟, i̙, ɪ̙, ɪ̠, e̙ˠ, i̙ˠ, ɪ̙ˠ, ɛ̙ˠ, ɐ̙ˠ, ɛˠ, ɪˠ",ɪ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,+,+,0,0,"oːˤ, ɒːˤ, oˤː, ɒˤː, ɒ̘ː, ɒː",ɒː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,+,-,0,0,"ɒ̈, ɒ, oˤ, ɒˤ, ɒ̝, ɒ̞, ɒ̆, ɒ̘, ɒ̟, ɒ̠",ɒ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,-,+,0,0,"ɔːˤ, ɔˤː, ɒ̙ː",ɒ̙ː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,+,-,-,-,0,0,"ɔˤ, ɒ̙",ɒ̙
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0,"a̘ː, aː, aːˤ, ʌːˤ, aˤː, ʌˤː",aː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0,"ä, a, a̝, a̞, ă, a̘, a̟, a̠, aˤ, ʌˤ",a
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,-,+,0,0,"a̙ː, əːˤ, əˤː, ɜːˤ, ɜˤː",əˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,-,-,0,0,"a̙, əˤ, ɜˤ",əˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,+,-,+,+,0,0,"ɶ̘ː, ɶː, øːˤ, ɶːˤ, ɶˤː, øˤː",ɶː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,+,-,+,-,0,0,"ɶ̈, ɶ, ɶ̝, ɶ̞, ɶ̆, ɶ̟, ɶ̘, ɶ̠, øˤ, ɶˤ",ɶ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,+,-,-,+,0,0,"ɶ̙ː, œːˤ, œˤː",œˤː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,+,-,-,-,0,0,"ɶ̙, œˤ",œˤ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,-,-,+,+,0,0,"æ̘ː, æː, eːˤ, æːˤ, ɐːˤ, æˤː, eˤː, ɐˤː",æː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,-,-,+,-,0,0,"æ̈, æ, æ̝, æ̞, æ̆, æ̘, æ̟, æ̠, eˤ, æˤ, ɐˤ",æ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,-,-,-,+,0,0,"æ̙ː, ɛːˤ, ɛˤː",æ̙ː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,+,-,-,-,-,-,0,0,"æ̙, ɛˤ",æ̙
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,+,+,0,0,"o̘ː, ɔ̘ː, oː",oː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,+,-,0,0,"ö, o, o̝, o̞, ŏ, o̘, ɔ̘, o̟, o̠",o
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,-,+,0,0,"o̙ː, ɔ̙ː, ɔː",ɔː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,+,-,-,-,0,0,"ɔ̈, ɔ, ɔ̝, ɔ̞, ɔ̆, ɔ̟, o̙, ɔ̙, ɔ̠",ɔ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0,"ə̘ː, ʌ̘ː, ʌː",ʌː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0,"ʌ̈, ʌ̠, ʌ, ʌ̝, ʌ̞, ə̘, ʌ̆, ʌ̟, ʌ̘",ʌ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,+,0,0,"ə̙ː, ɜ̙ː, ʌ̙ː, əː, ɜ̘ː, ɜː",əː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0,"ʌ̙, ə, ə̝, ə̞, ə̆, ə̟, ɜ̙, ə̙, ə̠, ɜ̈, ɜ, ɜ̝, ɜ̞, ɜ̘, ɜ̆, ɜ̟, ɜ̠",ə
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,+,0,0,"ø̘ː, œ̘ː, øː",øː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0,"ø̈, ø, ø̝, ø̞, ø̆, ø̘, œ̘, ø̟, ø̠",ø
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,+,0,0,"ø̙ː, œ̙ː, œː",œː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0,"œ̈, œ, œ̝, œ̞, œ̆, œ̟, ø̙, œ̙, œ̠",œ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0,"e̘ː, ɛ̘ː, eː, ɐ̘ː, ɐː",ɐː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0,"ë, e, e̝, e̞, ĕ, e̘, ɛ̘, e̟, e̠, ɐ̈, ɐ̠, ɐ, ɐ̝, ɐ̞, ɐ̆, ɐ̘, ɐ̟",ɐ
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0,"ɛ̙ː, e̙ː, ɛː, ɐ̙ː",ɛː
+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,"ɛ̈, ɛ, ɛ̝, ɛ̞, ɛ̆, ɛ̟, e̙, ɛ̙, ɛ̠, ɐ̙",ɛ
+,+,-,+,-,-,-,-,-,+,-,0,-,0,+,+,-,+,+,-,+,-,0,0,ṳ̥,ṳ̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,+,+,-,-,+,-,+,-,0,0,y̤̥,y̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,+,-,+,+,-,-,-,0,0,ʊ̤̥,ʊ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,+,-,+,-,-,+,-,0,0,ɨ̤̥,ɨ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,+,-,+,-,-,-,-,0,0,ɯ̤̥,ɯ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,+,-,-,+,-,-,-,0,0,ʏ̤̥,ʏ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,+,-,-,-,-,+,-,0,0,i̤̥,i̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,+,-,-,-,-,-,-,0,0,ɪ̤̥,ɪ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,+,+,+,-,+,-,0,0,ɒ̤̥,ɒ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,+,+,-,-,+,-,0,0,a̤̥,a̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,+,-,+,-,+,-,0,0,ɶ̤̥,ɶ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,+,-,-,-,+,-,0,0,æ̤̥,æ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,+,+,-,+,-,0,0,o̤̥,o̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,+,+,-,-,-,0,0,ɔ̤̥,ɔ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,+,-,-,+,-,0,0,ʌ̤̥,ʌ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,+,-,-,-,-,0,0,"ə̤̥, ɜ̤̥",ə̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,-,+,-,+,-,0,0,ø̤̥,ø̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,-,+,-,-,-,0,0,œ̤̥,œ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,-,-,-,+,-,0,0,"e̤̥, ɐ̤̥",ɐ̤̥
+,+,-,+,-,-,-,-,-,+,-,0,-,0,-,-,-,-,-,-,-,-,0,0,ɛ̤̥,ɛ̤̥
+,+,-,+,-,-,-,-,-,-,-,-,-,0,+,+,-,+,+,-,0,-,0,0,ʍ̩,ʍ̩
+,+,-,+,-,-,-,-,-,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0,u̥ˤ,u̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,+,+,+,-,+,-,+,-,0,0,y̥ˤ,y̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0,u̥ː,u̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0,u̥,u̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,+,+,-,-,+,-,+,+,0,0,y̥ː,y̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0,"y̥, y̥ˠ",y̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,+,+,-,+,-,0,0,ɒ̥ˠ,ɒ̥ˠ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,+,+,-,-,-,0,0,ʊ̥ˤ,ʊ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0,"ḁˠ, ɨ̥ˤ",ɨ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,+,-,-,-,-,0,0,ɯ̥ˤ,ɯ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,-,+,-,+,-,0,0,ɶ̥ˠ,ɶ̥ˠ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,-,+,-,-,-,0,0,ʏ̥ˤ,ʏ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,-,-,-,+,-,0,0,"æ̥ˠ, i̥ˤ",i̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,+,-,-,-,-,-,0,0,ɪ̥ˤ,ɪ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,+,-,0,0,o̥ˠ,o̥ˠ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,-,+,0,0,ʊ̥ː,ʊ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,+,+,-,-,-,0,0,"ɔ̥ˠ, ʊ̥",ʊ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,+,-,-,+,+,0,0,ɨ̥ː,ɨ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0,"ʌ̥ˠ, ɨ̥",ɨ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,+,-,-,-,+,0,0,ɯ̥ː,ɯ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,+,-,-,-,-,0,0,"ə̥ˠ, ɯ̥, ɜ̥ˠ",ɯ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,-,+,-,+,-,0,0,ø̥ˠ,ø̥ˠ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,-,+,-,-,+,0,0,ʏ̥ː,ʏ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,-,+,-,-,-,0,0,"ʏ̥, œ̥ˠ, ʏ̥ˠ",ʏ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,-,-,-,+,+,0,0,i̥ː,i̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0,"i̥, e̥ˠ, i̥ˠ, ɐ̥ˠ",i̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,-,-,-,-,+,0,0,ɪ̥ː,ɪ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,+,-,-,-,-,-,-,0,0,"ɪ̥, ɪ̥ˠ, ɛ̥ˠ",ɪ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,+,+,-,+,+,0,0,ɒ̥ː,ɒ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,+,+,-,+,-,0,0,"o̥ˤ, ɒ̥ˤ, ɒ̥",ɒ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,+,+,-,-,-,0,0,ɔ̥ˤ,ɔ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0,ḁː,ḁː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0,"ḁ, ḁˤ, ʌ̥ˤ",ḁ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,-,-,0,0,"ə̥ˤ, ɜ̥ˤ",ə̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,-,+,-,+,+,0,0,ɶ̥ː,ɶ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,-,+,-,+,-,0,0,"ɶ̥, ø̥ˤ, ɶ̥ˤ",ɶ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,-,+,-,-,-,0,0,œ̥ˤ,œ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,-,-,-,+,+,0,0,æ̥ː,æ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,-,-,-,+,-,0,0,"æ̥, e̥ˤ, æ̥ˤ, ɐ̥ˤ",æ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,+,-,-,-,-,-,0,0,ɛ̥ˤ,ɛ̥ˤ
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,+,-,+,+,0,0,o̥ː,o̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,+,-,+,-,0,0,o̥,o̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,+,-,-,+,0,0,ɔ̥ː,ɔ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,+,-,-,-,0,0,ɔ̥,ɔ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0,ʌ̥ː,ʌ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0,ʌ̥,ʌ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,-,+,0,0,"ə̥ː, ɜ̥ː",ə̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0,"ə̥, ɜ̥",ə̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,+,+,0,0,ø̥ː,ø̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0,ø̥,ø̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,-,+,0,0,œ̥ː,œ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0,œ̥,œ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0,"e̥ː, ɐ̥ː",ɐ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0,"e̥, ɐ̥",ɐ̥
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0,ɛ̥ː,ɛ̥ː
+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0,ɛ̥,ɛ̥
+,+,-,+,0,-,+,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0,ʉ̰̃,ʉ̰̃
+,+,-,+,0,-,+,-,+,-,+,0,-,0,+,-,-,-,+,-,+,-,0,0,ɵ̰̃,ɵ̰̃
+,+,-,+,0,-,+,-,+,-,+,0,-,0,+,-,-,-,+,-,-,-,0,0,ɞ̰̃,ɞ̰̃
+,+,-,+,0,-,+,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0,ɑ̰̃,ɑ̰̃
+,+,-,+,0,-,+,-,+,-,+,0,-,0,-,-,-,+,-,-,+,-,0,0,ɤ̰̃,ɤ̰̃
+,+,-,+,0,-,+,-,+,-,+,0,-,0,-,-,-,-,-,-,+,-,0,0,ɘ̰̃,ɘ̰̃
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0,ʉ̃ˤ,ʉ̃ˤ
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0,ʉ̃ː,ʉ̃ː
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0,ʉ̃,ʉ̃
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,+,-,+,-,+,-,0,0,ɵ̃ˤ,ɵ̃ˤ
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,+,-,+,-,-,-,0,0,ɞ̃ˤ,ɞ̃ˤ
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0,ɵ̃ː,ɵ̃ː
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0,ɵ̃,ɵ̃
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0,ɞ̃ː,ɞ̃ː
+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0,ɞ̃,ɞ̃
+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0,ɑ̃ː,ɑ̃ː
+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0,"ɑ̃ˤ, ɤ̃ˤ, ɑ̃",ɑ̃
+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,-,-,-,+,-,0,0,ɘ̃ˤ,ɘ̃ˤ
